age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
55,blue-collar,married,secondary,no,-954,no,no,cellular,aug,113,4,-1,9,unknown,0
78,blue-collar,married,secondary,no,2730,yes,no,cellular,sep,255,8,23,7,unknown,1
43,technician,single,secondary,no,-523,no,no,cellular,apr,307,5,49,3,failure,0
53,blue-collar,married,secondary,no,-766,no,no,telephone,apr,265,1,-1,5,unknown,0
59,retired,married,primary,no,335,no,no,telephone,jun,397,13,-1,3,unknown,0
92,unemployed,married,secondary,no,3384,yes,no,telephone,mar,140,10,-1,7,failure,1
84,retired,single,primary,no,1673,yes,no,telephone,jun,135,9,19,7,failure,1
56,blue-collar,married,tertiary,no,981,yes,no,cellular,dec,365,4,32,6,unknown,1
68,blue-collar,married,secondary,no,-1953,yes,no,cellular,sep,243,10,-1,3,unknown,0
33,blue-collar,married,secondary,no,-1314,yes,no,cellular,nov,185,14,28,1,unknown,0
80,blue-collar,married,secondary,no,-1613,no,yes,telephone,jun,479,10,-1,6,unknown,0
61,housemaid,married,secondary,no,4075,yes,no,telephone,oct,301,5,-1,3,unknown,1
59,technician,married,secondary,no,2367,no,no,cellular,jun,193,6,-1,9,unknown,1
77,blue-collar,married,tertiary,no,-696,yes,no,telephone,aug,124,14,-1,0,unknown,0
67,student,married,tertiary,no,-42,no,no,cellular,sep,406,1,47,8,unknown,0
23,technician,single,primary,no,-616,no,no,cellular,oct,249,4,-1,7,unknown,0
40,admin.,married,tertiary,no,-749,yes,no,cellular,dec,223,2,-1,5,unknown,0
31,blue-collar,married,secondary,no,2213,no,no,telephone,feb,315,9,-1,9,failure,1
75,services,divorced,primary,yes,567,yes,yes,cellular,oct,343,7,10,7,unknown,0
20,retired,divorced,secondary,no,5779,yes,no,cellular,sep,297,2,-1,0,unknown,1
33,blue-collar,single,primary,no,3951,yes,no,telephone,sep,344,14,41,3,unknown,1
64,unemployed,married,secondary,no,4081,no,no,cellular,jan,283,8,-1,8,unknown,1
72,entrepreneur,married,secondary,no,2677,no,yes,cellular,jun,298,4,9,7,unknown,1
57,student,married,secondary,no,270,no,no,telephone,dec,118,14,-1,1,unknown,0
85,blue-collar,married,tertiary,no,2515,yes,no,cellular,nov,473,10,-1,1,unknown,1
89,admin.,married,secondary,no,433,yes,no,cellular,mar,47,2,47,9,unknown,0
28,entrepreneur,married,tertiary,no,4787,no,no,cellular,jun,263,12,-1,0,unknown,1
92,blue-collar,married,secondary,yes,2089,yes,no,telephone,nov,33,1,34,9,unknown,1
65,services,single,tertiary,no,1777,yes,no,cellular,dec,206,13,-1,5,unknown,1
67,retired,married,secondary,no,1480,yes,no,cellular,apr,140,6,-1,8,unknown,1
25,blue-collar,married,secondary,no,5029,no,no,telephone,oct,239,5,38,2,unknown,1
66,retired,single,secondary,no,-1954,yes,no,cellular,nov,268,1,35,3,success,0
74,unemployed,single,tertiary,no,5244,yes,no,telephone,feb,86,14,-1,7,unknown,1
63,management,married,primary,no,790,no,no,telephone,jan,216,8,-1,1,unknown,0
24,technician,married,secondary,yes,-1894,no,no,telephone,jan,415,9,14,1,unknown,0
58,entrepreneur,married,tertiary,no,-455,no,yes,cellular,feb,36,12,-1,6,unknown,0
91,technician,married,secondary,yes,-2432,yes,no,cellular,sep,100,8,44,0,success,0
74,management,single,tertiary,yes,2638,yes,no,cellular,may,341,5,-1,9,unknown,1
28,student,married,secondary,no,-1084,yes,no,telephone,sep,231,11,-1,6,failure,0
92,management,married,primary,no,1571,no,yes,telephone,feb,241,8,5,7,unknown,1
92,blue-collar,married,secondary,no,3695,yes,no,cellular,aug,363,4,-1,5,unknown,1
31,admin.,married,secondary,no,-278,no,no,cellular,sep,109,12,-1,6,unknown,0
80,blue-collar,married,primary,no,610,yes,no,cellular,dec,147,12,-1,9,other,0
49,technician,married,primary,no,-1667,no,no,cellular,apr,130,4,55,0,unknown,0
64,technician,divorced,primary,no,346,yes,no,telephone,jul,171,10,-1,2,unknown,0
52,services,single,tertiary,no,6863,yes,no,telephone,jun,408,13,58,6,success,1
79,technician,married,tertiary,no,2911,yes,no,cellular,may,0,12,-1,1,unknown,1
95,retired,married,secondary,no,618,yes,no,telephone,aug,53,3,-1,2,unknown,0
80,unemployed,single,primary,no,-146,no,yes,cellular,jul,29,12,-1,0,unknown,0
90,blue-collar,married,secondary,no,1106,yes,no,cellular,oct,416,1,-1,0,failure,1
91,management,married,tertiary,no,1486,yes,no,cellular,jan,134,9,-1,4,unknown,1
25,management,single,tertiary,no,278,no,no,cellular,mar,174,8,-1,6,unknown,0
37,technician,married,secondary,no,2366,yes,no,telephone,jul,0,1,-1,1,success,1
74,blue-collar,married,primary,no,-898,no,no,cellular,jul,183,11,-1,9,unknown,0
64,retired,married,tertiary,no,-908,no,no,cellular,nov,341,5,-1,7,unknown,0
21,self-employed,married,tertiary,no,2014,yes,yes,cellular,sep,255,12,-1,6,unknown,1
25,management,married,primary,no,-1371,no,yes,cellular,jan,205,13,-1,0,unknown,0
58,unemployed,divorced,tertiary,no,2804,no,no,cellular,jun,1,9,-1,5,unknown,1
66,self-employed,married,primary,no,1169,no,no,cellular,nov,174,9,6,9,unknown,0
31,blue-collar,married,primary,no,-2821,yes,no,cellular,nov,241,1,12,2,unknown,0
31,services,single,tertiary,no,1441,yes,no,cellular,oct,81,13,21,5,unknown,0
28,technician,married,secondary,no,-2507,no,no,telephone,jun,312,10,-1,5,unknown,0
62,self-employed,married,secondary,no,2725,yes,yes,cellular,feb,344,6,-1,6,unknown,1
18,admin.,married,tertiary,no,653,yes,no,cellular,mar,146,2,19,9,unknown,0
62,technician,single,tertiary,no,5272,yes,no,cellular,nov,322,8,46,1,unknown,1
55,entrepreneur,married,primary,no,3557,yes,yes,cellular,may,205,13,-1,0,failure,1
54,blue-collar,single,secondary,no,-1134,yes,yes,cellular,oct,381,13,-1,0,failure,0
70,retired,single,tertiary,no,-3246,no,no,cellular,jan,505,2,3,2,other,0
58,technician,single,secondary,no,-461,no,no,telephone,jun,67,11,58,3,failure,0
74,self-employed,divorced,unknown,no,-1487,yes,no,cellular,dec,328,2,-1,8,other,0
77,entrepreneur,single,secondary,no,5217,no,no,cellular,mar,403,6,-1,5,unknown,1
89,blue-collar,single,primary,no,1177,yes,no,telephone,jan,84,7,20,7,unknown,1
80,retired,single,primary,no,3254,no,no,cellular,apr,139,1,-1,5,unknown,1
58,blue-collar,single,tertiary,no,573,no,no,cellular,jan,138,2,-1,9,unknown,0
56,services,single,unknown,no,805,yes,no,cellular,aug,201,13,-1,3,unknown,1
36,management,divorced,primary,no,1128,no,no,cellular,mar,170,9,-1,6,unknown,0
64,student,married,primary,no,3634,yes,no,cellular,mar,192,12,-1,2,unknown,1
28,admin.,single,tertiary,no,1886,yes,no,telephone,aug,337,8,7,2,unknown,1
90,blue-collar,married,primary,no,-1126,no,no,cellular,apr,0,7,-1,9,unknown,0
83,management,single,primary,no,4770,no,no,telephone,aug,84,1,-1,0,unknown,1
27,services,married,tertiary,no,556,no,yes,telephone,dec,314,8,-1,2,success,0
79,technician,single,tertiary,no,198,yes,no,cellular,dec,297,11,-1,3,unknown,0
27,admin.,single,tertiary,no,-5025,no,no,cellular,sep,72,3,-1,1,unknown,0
74,blue-collar,divorced,secondary,no,2596,yes,no,cellular,dec,298,7,-1,7,unknown,1
24,entrepreneur,married,secondary,no,1422,no,yes,cellular,sep,406,6,-1,3,unknown,1
56,admin.,single,tertiary,no,1420,no,no,telephone,jan,213,13,11,4,success,1
69,technician,single,secondary,no,314,no,no,cellular,dec,79,3,-1,3,unknown,0
74,housemaid,divorced,secondary,no,-65,no,no,telephone,jul,342,2,6,8,success,0
50,admin.,divorced,tertiary,no,387,no,no,cellular,jan,461,3,-1,4,unknown,1
89,management,married,secondary,no,2219,yes,no,cellular,aug,96,3,-1,7,failure,1
78,blue-collar,married,tertiary,no,2606,no,no,cellular,mar,225,12,29,6,unknown,1
34,entrepreneur,married,primary,no,692,yes,yes,cellular,jul,373,4,-1,9,unknown,0
70,management,divorced,unknown,no,3288,yes,no,cellular,aug,236,6,12,6,unknown,1
74,entrepreneur,married,secondary,no,1026,yes,no,cellular,jan,0,4,-1,9,unknown,0
44,blue-collar,single,secondary,no,91,yes,no,cellular,jun,282,12,57,6,other,0
75,services,single,tertiary,no,1637,no,no,cellular,jan,83,10,-1,0,unknown,1
88,retired,married,secondary,no,-1791,yes,no,telephone,feb,42,7,-1,1,unknown,0
81,blue-collar,married,tertiary,no,1712,no,no,cellular,mar,0,12,-1,7,unknown,1
77,blue-collar,married,secondary,no,-2193,yes,no,cellular,oct,387,1,-1,0,unknown,0
67,admin.,single,tertiary,no,-1061,no,no,telephone,may,103,10,-1,1,success,0
39,housemaid,married,tertiary,no,-3241,yes,no,telephone,jan,267,6,-1,7,unknown,0
80,management,married,secondary,no,815,yes,yes,telephone,sep,301,6,-1,3,unknown,1
46,services,single,primary,no,4741,yes,no,telephone,jul,243,3,-1,2,unknown,1
59,management,married,primary,no,942,no,no,cellular,feb,262,2,-1,1,unknown,1
42,services,single,unknown,no,2616,yes,no,cellular,jul,273,10,-1,3,success,1
42,technician,married,unknown,no,6375,yes,no,cellular,mar,239,12,-1,8,unknown,1
30,technician,married,unknown,no,2089,yes,no,cellular,aug,114,13,45,4,unknown,1
92,services,married,primary,no,-483,no,no,telephone,dec,101,4,-1,9,failure,0
29,blue-collar,married,secondary,no,-181,no,no,cellular,apr,205,11,-1,7,unknown,0
24,entrepreneur,married,tertiary,no,1201,no,no,telephone,sep,202,2,-1,2,unknown,1
91,retired,single,tertiary,no,-192,yes,no,telephone,jan,280,11,-1,1,unknown,0
61,blue-collar,married,primary,no,-28,no,no,cellular,may,374,8,-1,9,unknown,0
52,services,married,secondary,no,3368,yes,no,cellular,nov,268,13,25,9,failure,1
75,blue-collar,married,primary,no,3458,yes,no,telephone,jan,106,1,-1,1,unknown,1
47,self-employed,married,secondary,no,-2423,yes,no,telephone,dec,0,11,54,3,unknown,0
27,unemployed,divorced,secondary,no,-600,yes,no,telephone,feb,112,7,-1,7,unknown,0
74,unemployed,married,primary,no,179,yes,no,telephone,jun,32,8,57,9,unknown,0
31,blue-collar,divorced,primary,no,2518,yes,no,cellular,mar,118,8,-1,9,unknown,1
61,blue-collar,married,tertiary,no,3715,no,no,cellular,jan,254,10,-1,2,unknown,1
92,blue-collar,married,tertiary,no,7144,yes,yes,cellular,may,232,9,-1,8,unknown,1
91,admin.,married,tertiary,no,176,yes,no,cellular,jul,480,6,1,7,unknown,0
46,blue-collar,married,secondary,no,285,yes,no,cellular,sep,288,7,-1,4,failure,0
78,admin.,single,secondary,no,2495,yes,no,cellular,apr,487,1,-1,3,unknown,1
65,self-employed,married,secondary,no,-301,yes,no,telephone,jun,320,11,-1,8,success,0
55,admin.,married,secondary,no,890,yes,no,cellular,mar,372,10,-1,8,unknown,1
28,blue-collar,single,secondary,yes,287,yes,yes,telephone,sep,170,8,37,9,failure,0
47,student,single,tertiary,no,-4568,yes,no,cellular,mar,70,11,-1,4,unknown,0
68,services,divorced,tertiary,no,1471,no,no,cellular,nov,157,4,-1,2,unknown,1
94,retired,divorced,tertiary,no,799,no,no,cellular,mar,218,4,-1,8,unknown,0
18,services,single,secondary,no,3997,yes,no,telephone,aug,132,13,-1,3,success,1
73,entrepreneur,single,secondary,no,1212,yes,yes,telephone,apr,80,14,19,7,failure,0
84,services,single,secondary,no,-1560,no,yes,cellular,dec,278,12,40,5,unknown,0
92,technician,married,primary,no,632,yes,no,cellular,apr,79,1,-1,5,unknown,0
51,management,single,tertiary,no,-3400,yes,no,cellular,dec,5,8,-1,2,unknown,0
27,technician,married,secondary,no,-1464,yes,no,cellular,nov,63,11,48,2,unknown,0
39,blue-collar,single,tertiary,no,2598,no,no,cellular,jun,187,1,-1,6,unknown,1
84,technician,divorced,primary,no,656,yes,no,cellular,jun,81,14,28,2,unknown,0
86,blue-collar,married,unknown,no,3230,no,no,telephone,may,188,12,-1,6,failure,1
67,retired,single,unknown,no,-3127,no,no,telephone,jun,304,5,-1,9,unknown,0
27,blue-collar,divorced,secondary,no,667,no,no,cellular,jun,300,8,-1,0,unknown,1
27,blue-collar,married,tertiary,no,154,no,no,telephone,feb,127,13,-1,9,unknown,0
55,blue-collar,married,secondary,no,3303,no,no,cellular,apr,37,12,21,1,unknown,1
63,student,divorced,tertiary,yes,2680,yes,no,telephone,nov,139,12,1,1,unknown,1
20,blue-collar,divorced,tertiary,no,2613,no,no,cellular,dec,312,14,-1,8,unknown,1
71,management,married,tertiary,no,4591,no,no,cellular,jan,344,11,-1,2,unknown,1
60,entrepreneur,married,tertiary,no,390,yes,no,telephone,sep,269,14,11,6,unknown,0
18,admin.,single,secondary,no,4137,yes,no,cellular,mar,388,14,44,1,unknown,1
25,retired,married,tertiary,no,-1097,yes,no,telephone,aug,462,1,-1,0,unknown,0
53,blue-collar,married,secondary,no,-1178,yes,no,telephone,aug,152,10,9,2,unknown,0
74,blue-collar,married,primary,no,2856,no,no,cellular,nov,428,5,-1,5,other,1
82,management,married,primary,no,-2110,yes,no,cellular,sep,184,7,36,2,success,0
51,unemployed,married,tertiary,no,2460,yes,no,cellular,oct,363,3,-1,2,unknown,1
41,blue-collar,single,secondary,no,1423,yes,no,cellular,oct,319,10,-1,8,unknown,1
93,services,single,secondary,no,3558,yes,no,cellular,aug,0,12,-1,1,success,1
53,blue-collar,single,tertiary,no,1069,yes,no,telephone,may,85,6,-1,0,unknown,1
42,services,married,secondary,no,1323,yes,no,cellular,may,49,10,-1,1,unknown,1
52,services,married,secondary,no,2320,yes,no,cellular,may,0,5,-1,8,success,1
18,services,married,secondary,no,-258,yes,no,cellular,may,343,11,-1,4,unknown,0
41,services,married,secondary,no,-354,no,yes,telephone,apr,510,2,18,9,failure,0
58,blue-collar,married,tertiary,no,2244,no,no,telephone,apr,184,13,-1,8,failure,1
89,management,married,secondary,no,1136,no,no,cellular,jul,340,6,-1,2,unknown,0
75,management,married,secondary,no,304,no,no,cellular,apr,428,8,33,7,unknown,0
78,management,married,tertiary,no,1018,no,no,telephone,may,249,12,-1,4,failure,0
60,admin.,single,tertiary,no,4708,yes,no,cellular,sep,216,1,-1,5,unknown,1
26,technician,single,tertiary,no,225,no,no,telephone,apr,186,14,31,5,unknown,0
48,technician,divorced,primary,no,162,no,no,telephone,feb,295,9,-1,7,unknown,0
95,admin.,single,tertiary,no,-2556,no,yes,telephone,jan,342,14,14,2,unknown,0
21,blue-collar,married,secondary,no,1107,yes,no,cellular,oct,285,8,-1,0,unknown,1
86,technician,married,primary,no,2645,yes,no,telephone,dec,280,3,-1,7,success,1
71,management,married,secondary,no,3040,yes,yes,telephone,sep,213,9,53,9,unknown,1
40,blue-collar,married,tertiary,no,1438,yes,no,cellular,jan,0,9,6,5,unknown,0
78,student,married,secondary,no,3303,yes,no,telephone,jul,346,13,-1,1,unknown,1
83,services,married,tertiary,no,2809,yes,no,cellular,apr,40,9,41,1,success,1
21,retired,married,secondary,no,3648,yes,no,telephone,apr,307,6,44,5,unknown,1
26,technician,married,secondary,no,3365,no,no,cellular,dec,326,3,12,8,unknown,1
69,technician,single,secondary,yes,4654,yes,no,cellular,oct,60,5,-1,6,unknown,1
95,services,single,secondary,no,827,no,no,cellular,sep,135,9,-1,3,unknown,0
19,unemployed,single,secondary,no,-1720,yes,no,cellular,jul,517,6,0,6,unknown,0
69,technician,single,tertiary,no,2660,no,no,cellular,jul,209,6,39,1,failure,1
28,technician,married,tertiary,no,2917,no,yes,telephone,nov,49,1,-1,4,unknown,1
68,services,married,primary,no,4654,no,no,cellular,aug,332,14,-1,9,failure,1
66,management,single,secondary,yes,4019,yes,no,telephone,jul,112,12,-1,6,unknown,1
25,admin.,married,primary,no,5480,yes,yes,cellular,feb,0,4,-1,1,unknown,1
71,technician,married,secondary,no,2564,no,yes,cellular,dec,293,2,-1,2,unknown,1
87,technician,married,secondary,no,1703,yes,no,telephone,oct,92,12,-1,0,unknown,0
85,unemployed,divorced,secondary,no,-1847,no,no,cellular,may,265,12,-1,4,unknown,0
20,technician,single,tertiary,no,1878,yes,no,telephone,apr,106,13,-1,2,unknown,0
37,technician,married,secondary,yes,-16,no,no,telephone,dec,319,8,-1,9,unknown,0
36,self-employed,single,secondary,no,1665,no,no,cellular,dec,246,11,34,3,unknown,1
53,technician,married,secondary,no,1320,yes,no,telephone,jun,0,11,-1,0,unknown,1
29,blue-collar,married,secondary,no,2238,yes,no,cellular,mar,273,4,-1,4,unknown,1
84,blue-collar,married,secondary,no,986,yes,no,cellular,oct,179,8,-1,7,unknown,0
78,admin.,married,primary,no,3257,yes,no,cellular,aug,418,4,-1,6,unknown,1
81,admin.,single,tertiary,no,-4791,yes,no,telephone,nov,275,11,-1,9,unknown,0
33,technician,married,secondary,no,1618,no,no,cellular,jul,326,14,50,3,unknown,0
19,retired,single,secondary,no,3845,no,no,cellular,jul,121,2,-1,5,unknown,1
89,management,married,primary,no,5314,yes,yes,telephone,feb,109,2,-1,5,unknown,1
40,admin.,single,secondary,no,2810,no,yes,cellular,aug,216,4,14,0,unknown,1
69,services,single,secondary,no,4907,yes,no,telephone,may,170,2,41,0,unknown,1
88,blue-collar,single,secondary,no,1572,no,no,cellular,mar,407,1,-1,7,failure,1
20,housemaid,single,secondary,no,1206,yes,yes,cellular,oct,199,14,-1,3,unknown,0
18,blue-collar,divorced,secondary,no,2365,no,yes,cellular,may,49,9,-1,6,unknown,1
18,services,married,tertiary,no,1193,yes,yes,cellular,mar,104,11,-1,9,unknown,0
30,blue-collar,single,tertiary,no,-521,yes,no,cellular,dec,355,8,-1,2,unknown,0
22,services,single,secondary,no,66,no,no,telephone,dec,197,11,-1,7,unknown,1
81,technician,married,primary,no,-1247,no,no,telephone,jun,189,10,-1,2,other,0
65,retired,married,tertiary,no,2362,no,no,cellular,apr,368,3,-1,7,unknown,1
94,blue-collar,married,unknown,no,1225,no,no,cellular,feb,92,3,2,1,unknown,0
80,unemployed,married,tertiary,no,407,no,no,cellular,aug,0,7,-1,3,failure,0
93,technician,married,primary,no,-47,yes,no,cellular,aug,101,6,-1,4,success,0
36,retired,married,secondary,no,2311,no,no,cellular,aug,254,12,13,4,unknown,1
40,student,single,primary,no,2917,no,no,cellular,oct,185,5,-1,0,unknown,1
84,unknown,married,tertiary,no,-1287,yes,no,telephone,jun,2,5,-1,8,failure,0
37,blue-collar,single,secondary,no,-1633,no,no,telephone,sep,362,8,-1,0,unknown,0
22,blue-collar,married,secondary,no,3300,no,no,telephone,aug,243,3,-1,8,unknown,1
70,blue-collar,single,secondary,no,-1825,yes,yes,cellular,oct,274,13,-1,2,failure,0
80,blue-collar,married,secondary,no,2404,yes,no,cellular,sep,279,1,-1,7,unknown,1
93,services,married,secondary,no,4757,yes,no,cellular,jan,38,12,-1,7,unknown,1
90,unknown,married,primary,no,4762,no,no,cellular,aug,262,9,-1,4,unknown,1
27,unknown,single,secondary,no,2823,yes,no,cellular,dec,347,13,-1,5,unknown,1
78,technician,married,tertiary,no,2759,yes,no,telephone,jul,380,5,18,0,unknown,1
83,services,divorced,secondary,no,6154,yes,no,cellular,jul,321,13,55,9,unknown,1
72,entrepreneur,married,secondary,no,-3936,yes,yes,cellular,aug,292,13,-1,1,unknown,0
81,unemployed,married,tertiary,no,178,no,no,cellular,jul,0,7,-1,6,success,0
83,blue-collar,married,tertiary,no,3067,yes,yes,telephone,may,218,4,10,0,unknown,1
52,technician,single,primary,no,458,yes,no,cellular,dec,86,3,-1,7,unknown,1
21,student,married,primary,no,3928,yes,no,telephone,jan,400,3,-1,3,failure,1
53,blue-collar,married,secondary,no,1113,yes,no,cellular,oct,378,9,45,4,unknown,0
33,technician,married,secondary,no,1490,yes,no,cellular,feb,87,14,-1,0,unknown,1
26,self-employed,married,primary,no,596,no,yes,telephone,mar,214,8,-1,2,unknown,0
27,self-employed,married,primary,no,50,yes,no,cellular,aug,255,14,-1,4,unknown,0
72,unemployed,divorced,primary,no,-4,yes,no,telephone,aug,346,11,-1,7,unknown,0
57,retired,married,secondary,no,1797,yes,no,cellular,dec,0,10,-1,5,unknown,1
60,blue-collar,married,secondary,no,-504,yes,yes,cellular,apr,0,11,-1,2,unknown,0
76,blue-collar,divorced,primary,no,3297,no,no,cellular,jan,225,13,-1,5,unknown,1
60,services,married,tertiary,yes,2637,no,no,telephone,apr,0,13,-1,2,unknown,1
67,services,married,secondary,no,3619,no,no,telephone,jul,242,3,47,5,unknown,1
24,technician,single,secondary,no,-1284,yes,no,cellular,may,303,9,-1,5,unknown,0
84,services,divorced,secondary,no,-2539,yes,no,cellular,apr,393,7,-1,2,unknown,0
53,technician,single,tertiary,no,1191,yes,no,cellular,nov,133,13,-1,2,unknown,1
30,management,married,unknown,no,7577,yes,no,cellular,jul,243,3,-1,5,unknown,1
81,blue-collar,divorced,secondary,no,3986,yes,no,cellular,sep,311,12,-1,5,unknown,1
75,blue-collar,married,primary,no,-20,no,no,cellular,sep,55,7,-1,9,success,0
22,blue-collar,divorced,secondary,no,2134,yes,no,telephone,may,348,14,-1,4,failure,1
33,blue-collar,single,primary,no,2801,yes,no,cellular,sep,258,12,-1,4,unknown,1
19,entrepreneur,divorced,tertiary,no,-1810,yes,no,cellular,dec,135,5,-1,4,unknown,0
39,technician,married,primary,no,4213,yes,yes,telephone,sep,240,12,-1,8,unknown,1
25,blue-collar,married,unknown,no,832,yes,no,cellular,apr,200,3,-1,3,success,0
73,retired,single,secondary,no,1001,no,no,telephone,oct,329,1,-1,3,unknown,1
58,services,married,secondary,no,1252,yes,yes,cellular,mar,170,8,15,3,unknown,0
94,admin.,married,tertiary,no,3718,yes,no,cellular,jan,252,6,-1,6,success,1
76,blue-collar,divorced,primary,no,-461,yes,no,cellular,jun,133,2,-1,6,unknown,0
65,blue-collar,single,tertiary,no,-2555,no,no,cellular,jul,89,14,-1,4,unknown,0
57,management,married,primary,no,1911,no,no,telephone,jun,244,1,-1,2,unknown,1
22,blue-collar,married,tertiary,no,-3296,no,no,cellular,apr,94,9,-1,6,failure,0
23,admin.,married,secondary,no,538,yes,no,cellular,apr,332,4,-1,2,unknown,0
66,admin.,married,primary,no,3811,no,no,cellular,dec,303,5,-1,8,unknown,1
18,services,married,tertiary,no,2474,no,no,cellular,apr,113,3,53,6,unknown,1
21,admin.,single,primary,no,3493,yes,yes,cellular,oct,250,6,10,4,unknown,1
35,student,single,primary,no,2565,no,no,telephone,apr,112,10,-1,2,other,1
86,blue-collar,married,tertiary,no,6503,yes,yes,cellular,feb,0,5,-1,7,unknown,1
53,services,married,secondary,no,-94,no,no,cellular,jan,136,11,-1,6,unknown,0
73,technician,single,tertiary,no,2076,no,yes,cellular,mar,213,7,-1,8,failure,1
50,technician,single,secondary,no,236,yes,no,cellular,nov,293,11,-1,7,unknown,0
31,admin.,divorced,secondary,no,3305,yes,yes,cellular,jun,241,7,-1,7,unknown,1
46,retired,married,secondary,no,1065,yes,no,telephone,sep,347,6,-1,0,other,1
25,entrepreneur,single,primary,no,4981,yes,no,telephone,dec,83,8,-1,0,unknown,1
78,admin.,married,unknown,yes,32,no,no,cellular,jan,167,10,-1,6,unknown,0
32,blue-collar,married,primary,no,4296,yes,no,cellular,feb,450,7,-1,0,unknown,1
47,unemployed,single,secondary,no,2505,no,no,cellular,dec,0,13,52,8,unknown,1
94,services,married,secondary,no,1129,yes,yes,telephone,jul,157,8,-1,8,unknown,1
64,blue-collar,married,secondary,no,2393,no,no,cellular,aug,70,5,-1,5,unknown,1
53,blue-collar,married,secondary,yes,1775,yes,yes,cellular,may,193,1,-1,7,unknown,0
60,management,married,tertiary,no,1983,no,no,telephone,oct,159,6,-1,4,unknown,1
79,management,married,tertiary,no,745,no,no,cellular,aug,304,1,-1,9,unknown,0
37,services,single,tertiary,no,-343,no,yes,telephone,apr,256,1,-1,0,other,0
67,housemaid,married,secondary,no,463,yes,no,cellular,aug,37,6,-1,2,other,0
86,technician,married,secondary,no,-2503,no,no,cellular,jan,138,5,-1,6,failure,0
62,blue-collar,single,primary,no,3052,yes,no,cellular,mar,220,13,-1,7,unknown,1
52,technician,married,tertiary,no,-1517,no,no,cellular,mar,324,11,-1,2,unknown,0
29,blue-collar,divorced,secondary,no,721,yes,no,cellular,oct,561,12,-1,8,unknown,1
37,blue-collar,married,secondary,no,2626,no,no,cellular,sep,318,8,-1,4,unknown,1
91,admin.,married,primary,no,3047,yes,no,telephone,feb,78,2,45,8,failure,1
60,blue-collar,married,tertiary,no,-2704,no,no,cellular,nov,207,12,-1,2,unknown,0
41,management,single,tertiary,no,998,no,no,cellular,oct,245,7,31,6,unknown,1
50,admin.,married,tertiary,no,2211,no,no,cellular,jun,147,7,-1,2,unknown,1
63,technician,divorced,primary,no,1314,no,no,cellular,mar,286,9,-1,1,unknown,1
59,services,married,unknown,no,4157,yes,yes,telephone,jun,0,3,-1,7,failure,1
72,services,married,secondary,no,-608,no,yes,cellular,aug,297,7,-1,6,unknown,0
38,retired,married,secondary,no,-3308,yes,yes,telephone,aug,153,9,-1,2,unknown,0
68,retired,married,secondary,no,2983,yes,no,cellular,may,205,10,-1,6,unknown,1
52,management,married,secondary,no,18,no,no,cellular,feb,425,8,-1,9,unknown,1
91,admin.,married,secondary,no,-2669,yes,no,telephone,aug,43,14,-1,3,unknown,0
30,technician,married,secondary,no,851,no,no,cellular,sep,258,14,10,5,unknown,1
29,services,single,secondary,no,3907,no,yes,cellular,apr,331,2,-1,2,failure,1
54,blue-collar,married,secondary,no,-1579,no,no,cellular,aug,244,2,-1,5,success,0
57,admin.,married,tertiary,no,6339,no,no,telephone,jul,0,8,-1,8,unknown,1
71,blue-collar,married,secondary,no,-643,no,yes,cellular,jul,409,12,40,6,failure,0
49,technician,married,secondary,no,1391,yes,no,cellular,jan,190,8,49,1,unknown,0
89,technician,married,primary,no,-1482,yes,no,cellular,apr,146,4,-1,7,unknown,0
54,blue-collar,single,tertiary,no,1292,yes,no,cellular,may,177,8,-1,4,unknown,0
28,student,married,primary,no,906,no,no,telephone,nov,166,14,-1,0,failure,1
27,unemployed,divorced,secondary,no,-2077,yes,no,cellular,oct,53,3,-1,6,unknown,0
93,blue-collar,married,primary,no,7417,no,no,cellular,nov,243,7,8,2,unknown,1
28,unemployed,married,secondary,no,110,no,no,cellular,jun,136,9,-1,9,unknown,0
91,admin.,single,secondary,no,112,yes,no,cellular,apr,314,6,7,9,failure,0
39,unemployed,married,secondary,no,3332,no,no,telephone,jun,292,1,-1,6,unknown,1
25,housemaid,married,secondary,no,5191,no,no,cellular,oct,448,10,28,6,unknown,1
41,admin.,divorced,secondary,no,3678,yes,no,telephone,aug,190,11,-1,3,unknown,1
65,retired,divorced,secondary,no,-1443,yes,no,cellular,aug,108,10,-1,0,unknown,0
51,self-employed,single,primary,no,1671,yes,no,cellular,jun,14,10,-1,0,unknown,1
79,unemployed,married,secondary,no,-2939,no,no,cellular,sep,527,10,-1,4,unknown,0
65,self-employed,married,secondary,no,3184,no,no,cellular,nov,313,5,34,3,failure,1
49,services,divorced,secondary,no,-2397,yes,no,cellular,sep,123,1,-1,9,unknown,0
67,admin.,divorced,primary,no,-567,no,no,cellular,may,457,14,43,2,unknown,0
93,student,married,secondary,no,1193,no,no,telephone,nov,410,3,-1,2,unknown,0
50,services,married,secondary,no,2179,no,yes,telephone,dec,31,12,-1,8,unknown,1
29,services,married,primary,no,626,yes,yes,cellular,oct,115,8,-1,8,unknown,0
49,technician,married,primary,no,4542,yes,yes,cellular,nov,201,8,-1,3,unknown,1
83,services,single,secondary,no,2791,yes,no,telephone,apr,70,1,23,0,unknown,1
34,blue-collar,married,secondary,no,2618,yes,yes,cellular,jun,206,14,-1,0,other,1
