age,income_usd,wealth_usd,risk_score,horizon_years,debt_to_income,market_vol,invest_risky
65,43215,193536,0.127,7,0.535,0.178,1
59,51870,85467,-0.46,14,0.391,0.179,1
53,59324,160759,-0.232,4,0.498,0.164,1
59,58697,259247,-1.469,1,0.245,0.221,1
29,86027,876505,1.449,11,0.044,0.134,1
62,122380,133890,0.313,5,0.264,0.256,1
65,168576,144527,-1.049,20,0.174,0.236,1
25,104993,593088,-1.016,17,0.262,0.232,1
44,72022,91504,0.015,15,0.381,0.14,1
62,31775,45546,0.932,15,0.532,0.173,1
44,93233,187891,-1.151,3,0.142,0.223,0
63,91167,395121,1.113,13,0.462,0.168,1
67,98620,207593,-0.092,3,0.098,0.138,1
44,257992,137458,-0.93,11,0.244,0.136,1
23,167353,40735,-0.468,21,0.344,0.139,1
38,133265,142324,1.749,30,0.023,0.11,1
31,55633,455081,-1.388,9,0.651,0.352,1
44,69638,49399,-0.732,8,0.461,0.063,1
50,85832,120345,0.953,21,0.24,0.121,1
44,61075,105837,0.216,28,0.324,0.216,1
30,115589,80054,-0.791,9,0.391,0.139,0
36,107583,187498,0.965,26,0.157,0.159,1
54,52230,223544,1.012,10,0.054,0.204,1
22,163730,221446,0.331,20,0.436,0.242,1
31,94724,62272,-0.612,7,0.389,0.164,1
65,37912,34098,-0.458,8,0.156,0.235,1
25,87719,189955,0.285,30,0.194,0.078,1
41,103587,95136,-1.312,12,0.268,0.144,1
31,146380,784555,1.328,1,0.376,0.21,1
26,76026,817862,1.7,24,0.307,0.298,1
42,136153,899875,-0.236,4,0.021,0.122,1
47,98828,64363,0.356,4,0.122,0.112,1
29,46632,250402,1.186,26,0.298,0.2,1
24,44355,328485,1.956,11,0.277,0.183,1
27,157762,296828,1.557,5,0.179,0.137,1
53,163662,109036,-1.736,30,0.194,0.107,1
64,105770,474321,-0.316,9,0.022,0.149,1
30,190121,150064,0.501,19,0.73,0.211,1
37,152645,168331,-0.494,8,0.379,0.16,1
38,126675,37584,1.783,18,0.321,0.25,1
39,57063,267983,1.629,21,0.399,0.172,1
33,213903,118660,-0.816,23,0.348,0.216,1
23,117679,227907,-0.162,13,0.174,0.197,1
47,74209,185348,-0.75,19,0.06,0.156,1
38,64436,176528,-0.195,26,0.108,0.23,1
38,102330,143954,-0.225,26,0.037,0.107,1
34,39028,304471,0.954,23,0.419,0.147,1
67,127695,125415,-0.888,12,0.563,0.155,1
51,55870,40486,-2.5,16,0.393,0.203,0
41,108323,250309,-1.605,30,0.13,0.218,1
31,69338,72423,-1.028,8,0.409,0.131,1
61,78854,45549,-0.656,21,0.311,0.123,1
65,61643,59777,0.187,24,0.472,0.185,0
22,83029,193569,-1.08,15,0.647,0.088,1
67,231481,137520,-1.211,26,0.203,0.24,0
55,179889,22004,-0.929,13,0.088,0.167,1
25,107453,106202,-1.116,26,0.265,0.11,1
58,88869,429638,-0.554,20,0.233,0.109,1
26,137265,99930,-0.597,2,0.175,0.199,1
23,158348,129245,0.689,25,0.23,0.197,1
26,59436,383495,-0.99,21,0.368,0.134,1
43,86582,306916,-0.358,7,0.049,0.173,1
51,36192,376234,-0.545,22,0.245,0.112,1
41,157805,12371,0.809,16,0.372,0.164,1
27,252730,713945,-0.154,29,0.541,0.269,1
30,93677,265973,1.051,10,0.258,0.308,1
63,31103,1374663,-1.152,8,0.225,0.167,1
69,122029,74184,-0.049,2,0.176,0.206,1
58,57269,30678,-0.576,24,0.017,0.204,1
26,64595,150978,-1.226,30,0.073,0.077,1
61,123112,117073,-0.068,21,0.448,0.111,1
55,102216,270138,1.733,12,0.369,0.05,1
47,70510,394678,-0.853,27,0.11,0.207,1
28,65040,138666,-0.127,8,0.287,0.297,1
70,95845,120783,-1.312,21,0.213,0.244,1
43,73338,240107,-1.459,18,0.012,0.183,1
23,51686,119097,-0.787,26,0.232,0.174,1
31,76213,110460,-0.45,30,0.398,0.159,1
41,106656,381479,-0.406,11,0.34,0.244,1
24,82332,466116,-0.226,3,0.569,0.193,1
37,44392,397902,-1.648,5,0.209,0.184,1
44,147576,128925,-0.626,23,0.309,0.114,0
68,22883,21864,0.502,11,0.253,0.216,0
25,71997,131269,-1.358,5,0.209,0.171,1
49,66004,75827,-0.355,25,0.109,0.204,1
66,96921,133471,0.293,20,0.236,0.24,1
61,119181,81995,-0.782,4,0.349,0.082,0
67,158094,147226,0.342,22,0.534,0.162,1
29,63030,58867,-1.521,20,0.294,0.154,1
61,120675,47370,0.888,30,0.61,0.148,1
69,99258,450815,0.366,30,0.261,0.113,1
37,38246,62674,0.056,30,0.359,0.136,1
45,232777,150045,1.125,27,0.192,0.114,1
47,43835,354142,-0.329,24,0.154,0.229,1
45,111003,341555,-0.618,21,0.575,0.203,1
35,109376,306739,1.373,17,0.252,0.198,1
69,103299,197002,1.841,24,0.112,0.064,1
68,70282,287792,-0.693,29,0.63,0.297,1
40,136106,516159,-0.114,4,0.257,0.155,1
61,41249,219896,1.045,5,0.221,0.285,1
40,87086,28707,-0.078,15,0.058,0.225,1
60,67889,93219,0.595,9,0.398,0.166,1
50,64146,280723,0.78,16,0.486,0.303,1
44,111518,85306,-0.562,10,0.437,0.214,1
27,154246,644665,0.419,24,0.336,0.166,1
53,75806,141709,-0.006,27,0.226,0.157,1
37,132974,161962,-1.217,9,0.293,0.242,1
31,92266,412776,-0.99,24,0.206,0.148,1
30,57595,127239,-0.652,4,0.289,0.157,1
70,79110,175789,0.929,24,0.361,0.144,1
26,77484,336920,0.961,21,0.325,0.135,1
60,63528,39869,0.75,22,0.385,0.138,1
64,111503,116032,0.44,15,0.092,0.286,1
22,101203,316358,0.413,4,0.049,0.24,1
50,40629,159123,0.278,26,0.474,0.194,1
49,39411,561850,0.408,4,0.564,0.147,1
38,111291,36318,0.475,15,0.336,0.147,1
54,59869,32774,-1.404,6,0.25,0.158,0
41,104672,299871,-0.79,26,0.335,0.287,1
42,132990,326968,-1.029,18,0.397,0.197,0
42,47671,126054,1.107,16,0.426,0.225,1
61,44436,215076,1.654,10,0.178,0.192,1
52,207893,293337,-2.169,24,0.218,0.127,1
39,107296,72108,1.565,7,0.261,0.186,1
67,72980,79398,0.087,22,0.567,0.115,1
61,56421,177930,1.013,30,0.492,0.252,1
67,69727,338429,0.506,8,0.295,0.135,1
57,49626,52524,1.44,21,0.22,0.146,1
40,139982,125522,0.21,10,0.113,0.229,1
59,61034,120400,-1.363,28,0.455,0.138,1
37,155489,218503,-0.106,27,0.056,0.167,1
34,73663,148830,0.516,10,0.635,0.05,1
43,53417,91775,-0.216,7,0.351,0.161,1
69,72723,461437,0.658,3,0.466,0.216,1
49,24233,92324,-0.066,21,0.495,0.142,1
40,84726,115324,-0.596,28,0.577,0.214,1
44,82661,35812,-1.086,5,0.225,0.179,1
35,135936,78915,-0.392,25,0.26,0.245,1
53,35046,238675,0.205,23,0.471,0.136,1
38,160894,200172,-1.959,15,0.355,0.166,1
48,135654,257289,-0.78,7,0.339,0.092,1
39,168314,246292,-1.997,20,0.093,0.174,1
37,87659,981987,-0.617,18,0.304,0.155,1
69,149420,76521,1.197,25,0.047,0.238,1
38,43129,34923,-1.186,17,0.058,0.143,1
24,128552,58273,0.703,2,0.437,0.155,1
39,61205,79627,2.5,7,0.295,0.139,1
47,39414,62411,1.454,12,0.34,0.182,1
25,51302,163192,0.134,15,0.353,0.299,1
36,90249,463138,0.858,11,0.558,0.05,1
29,59600,599639,-1.37,27,0.247,0.177,1
46,108619,236161,-1.573,9,0.171,0.25,1
57,36441,1030480,0.029,21,0.458,0.149,1
69,31071,108842,0.399,11,0.093,0.212,1
40,178753,34514,1.094,30,0.367,0.251,1
64,141417,387027,-0.569,28,0.196,0.163,1
31,53259,28671,0.193,24,0.157,0.141,1
60,89865,76030,0.159,23,0.324,0.236,1
49,149839,239544,-0.131,20,0.235,0.21,1
58,110987,136796,-0.072,18,0.12,0.176,1
58,96923,126315,-0.855,17,0.132,0.217,1
47,155615,51828,0.28,1,0.265,0.238,1
33,62455,148549,0.195,29,0.676,0.177,1
47,91414,370159,-0.44,30,0.19,0.198,1
62,89200,152720,0.666,16,0.288,0.211,1
69,78526,71053,1.028,27,0.314,0.152,1
67,74062,48806,0.677,13,0.162,0.251,1
30,93340,72385,-1.042,4,0.459,0.118,1
50,91562,213521,0.1,26,0.256,0.172,1
26,53282,204359,-0.911,16,0.272,0.226,1
54,134385,72980,0.097,29,0.435,0.117,1
70,55236,20511,-0.908,7,0.265,0.232,1
23,80696,218907,1.277,15,0.608,0.191,1
53,77647,66867,0.783,21,0.332,0.26,1
68,107647,278883,1.153,5,0.391,0.217,0
63,31195,75955,1.052,30,0.675,0.17,1
40,140508,61653,-0.271,19,0.635,0.194,1
26,64156,172171,-0.426,6,0.036,0.196,1
67,165636,1252084,1.742,23,0.304,0.301,1
67,70861,294348,-0.165,27,0.331,0.185,1
49,87829,169564,-1.355,12,0.013,0.172,1
69,234324,207183,1.007,19,0.079,0.168,1
21,78346,31020,0.144,23,0.103,0.191,1
51,167207,54627,1.506,5,0.09,0.112,1
22,91774,15655,0.243,16,0.309,0.157,1
67,110777,711604,-0.02,17,0.267,0.119,0
55,93204,593052,1.526,10,0.396,0.127,1
66,137515,213614,-1.538,9,0.275,0.228,1
49,63882,169396,-0.585,19,0.171,0.182,0
25,55025,37122,-0.887,23,0.365,0.135,1
22,65400,123133,-2.195,12,0.306,0.171,1
37,94601,752791,0.873,5,0.236,0.165,1
58,80592,168833,-0.557,24,0.469,0.183,1
28,128374,90238,0.905,6,0.203,0.09,1
63,172807,30826,0.389,1,0.231,0.115,1
32,55251,519523,0.607,10,0.27,0.094,1
45,62354,140831,-0.455,25,0.251,0.126,1
31,43890,30864,-0.764,23,0.425,0.137,1
44,248389,65287,0.09,10,0.178,0.118,1
43,104810,47506,0.919,16,0.472,0.226,1
21,114401,133229,-0.05,29,0.252,0.29,1
49,46049,180773,-0.702,22,0.525,0.23,1
60,89947,95368,-1.199,23,0.08,0.146,1
67,116098,301864,0.204,3,0.43,0.193,1
37,79315,161025,-0.554,8,0.424,0.176,1
65,154109,390222,-0.072,4,0.216,0.143,1
64,285924,108762,-0.239,30,0.083,0.259,1
70,56052,2324891,-0.444,11,0.236,0.3,1
39,53988,90251,0.294,15,0.404,0.092,1
63,58028,66529,0.555,17,0.218,0.266,1
49,200920,59559,1.965,16,0.124,0.145,1
23,151561,124063,0.758,2,0.272,0.164,1
34,84103,31914,1.594,28,0.455,0.197,1
54,91660,195535,-0.819,12,0.058,0.273,1
29,59832,27001,-1.601,28,0.165,0.197,1
42,140446,173493,-0.014,23,0.309,0.205,1
59,74430,44456,0.858,21,0.132,0.231,1
28,79026,106428,0.701,22,0.282,0.241,1
45,122022,258455,1.211,30,0.729,0.211,1
31,81926,1193051,-2.5,10,0.784,0.241,0
47,80024,56851,1.253,10,0.377,0.144,1
33,90477,131020,0.335,21,0.269,0.076,1
69,133953,78199,-1.544,7,0.537,0.289,1
24,205009,68563,0.724,25,0.275,0.118,1
69,120609,78819,0.169,1,0.311,0.148,1
60,134487,314913,0.381,27,0.022,0.16,1
63,81441,96678,0.999,11,0.514,0.15,1
63,63175,1135714,0.43,1,0.163,0.136,1
30,124811,218114,-1.473,19,0.529,0.208,1
67,98045,60438,-0.143,9,0.136,0.208,1
50,44190,107835,-1.618,10,0.206,0.217,0
69,76384,72892,0.649,15,0.153,0.213,1
64,86346,308184,1.398,18,0.121,0.155,1
49,69727,34320,-1.241,5,0.261,0.155,1
39,188798,44870,-0.671,2,0.513,0.247,1
26,114403,88080,-0.882,14,0.053,0.149,1
26,178823,277352,-0.454,11,0.24,0.148,1
40,102670,455042,0.412,18,0.355,0.236,1
61,93738,519633,-0.443,23,0.25,0.179,1
46,56346,241642,0.653,19,0.263,0.15,1
45,90538,139217,1.065,4,0.377,0.15,1
33,90589,306678,1.102,30,0.147,0.247,1
49,45434,53548,-1.118,22,0.073,0.215,1
52,68720,28515,1.386,2,0.474,0.194,1
70,76567,222207,1.466,23,0.418,0.11,1
57,110670,60675,1.553,27,0.055,0.194,1
51,113350,141438,-0.158,18,0.113,0.167,1
66,67299,167051,-0.752,25,0.255,0.125,1
42,113777,187531,-0.984,27,0.282,0.144,1
67,82168,348852,-1.102,29,0.069,0.222,1
39,21434,317191,0.012,29,0.503,0.255,1
27,70630,178776,0.848,6,0.1,0.117,1
41,154363,100768,1.307,2,0.064,0.124,1
27,38819,165277,-0.486,20,0.164,0.222,1
26,95217,87711,-0.039,21,0.221,0.155,1
65,198828,125694,-0.104,18,0.417,0.213,1
60,61529,1582864,-0.635,8,0.425,0.155,1
32,90097,176727,0.736,29,0.461,0.215,1
62,46890,224945,0.363,13,0.267,0.098,1
24,203045,79496,0.142,23,0.286,0.213,1
35,86327,375666,0.358,19,0.293,0.054,1
56,92123,297341,0.615,27,0.241,0.236,1
36,177143,299242,0.605,22,0.149,0.178,1
57,125280,182006,-0.838,20,0.028,0.206,1
64,58090,380470,0.896,26,0.551,0.194,1
24,65116,471138,0.255,2,0.123,0.078,1
22,115270,193528,-0.435,22,0.297,0.262,1
68,65874,135299,0.234,18,0.261,0.2,1
47,31224,335543,0.344,24,0.264,0.225,1
46,87636,66481,1.082,7,0.195,0.132,1
44,42936,78608,-1.046,18,0.322,0.194,1
42,201936,142974,1.325,9,0.544,0.101,1
55,98318,31294,0.023,4,0.351,0.189,1
49,57238,315914,-0.506,18,0.384,0.124,1
29,63465,63055,-0.537,1,0.079,0.45,0
52,34992,98130,-1.001,3,0.595,0.216,1
54,51939,123802,-1.741,16,0.336,0.26,1
26,149601,155399,0.677,27,0.427,0.165,1
39,274706,110095,1.981,22,0.241,0.204,1
60,129413,141175,-1.618,1,0.796,0.234,1
51,85952,142162,-0.95,4,0.354,0.116,1
27,72518,100314,0.752,13,0.152,0.14,1
23,55788,74796,-0.046,13,0.099,0.238,1
50,252066,397010,0.834,2,0.044,0.167,1
44,81895,22571,-0.102,8,0.392,0.135,0
69,259206,124648,-0.581,4,0.207,0.142,1
47,180651,98359,-0.226,18,0.437,0.107,1
67,37691,218666,-2.382,20,0.498,0.062,1
31,64511,40519,-1.143,12,0.214,0.078,0
43,64411,95663,0.948,18,0.08,0.183,1
27,86478,136799,1.192,7,0.606,0.22,1
49,87326,392958,1.406,26,0.226,0.331,1
30,402594,202270,0.441,1,0.463,0.178,1
45,52520,51702,-2.256,16,0.171,0.103,0
38,100917,96728,-0.635,10,0.09,0.178,1
30,122494,332980,1.325,14,0.339,0.222,1
25,89929,50904,1.623,16,0.27,0.242,1
46,95097,139750,1.363,20,0.335,0.236,1
68,53378,148774,-0.236,28,0.145,0.214,1
30,94922,105999,-1.307,17,0.168,0.186,1
41,116223,1697330,-0.041,7,0.62,0.224,1
32,106018,103459,0.015,16,0.586,0.109,1
61,119691,224848,1.566,16,0.249,0.06,1
41,182384,75261,0.228,26,0.064,0.306,1
69,143781,241196,0.017,17,0.167,0.177,1
33,93266,328437,0.073,27,0.239,0.212,1
25,50095,88364,0.4,20,0.461,0.05,1
50,66673,142794,0.626,18,0.237,0.273,1
53,80640,67013,-0.725,10,0.304,0.249,1
70,102103,53553,-1.058,8,0.195,0.086,1
64,70856,381363,1.371,3,0.139,0.161,1
65,56370,91107,-1.641,17,0.494,0.196,1
52,49685,17088,1.638,28,0.799,0.104,1
38,39418,734695,-1.911,1,0.571,0.209,1
42,80025,72875,-0.585,29,0.27,0.243,1
27,43163,120169,0.972,26,0.374,0.199,1
42,54573,656847,0.0,14,0.073,0.086,1
39,73911,132035,-1.316,10,0.209,0.118,1
22,46148,129494,0.426,18,0.157,0.173,1
31,108819,49664,0.067,26,0.346,0.165,1
47,130311,34442,-0.216,1,0.2,0.166,1
39,68381,129139,-0.624,14,0.268,0.164,1
70,72334,207922,-0.035,2,0.265,0.072,1
44,117745,197474,-0.582,20,0.06,0.228,1
68,62980,97271,2.435,3,0.235,0.218,1
54,60852,152760,-0.24,10,0.11,0.211,0
23,163704,28707,-0.374,23,0.239,0.206,1
31,140037,226963,-0.542,23,0.424,0.163,0
56,121581,173452,1.777,7,0.198,0.144,1
48,142970,886189,-1.639,16,0.32,0.119,1
36,33487,151013,0.359,6,0.185,0.273,1
47,177102,64215,-0.239,18,0.064,0.179,1
66,109491,143306,-1.423,1,0.242,0.08,0
40,149187,111678,-0.819,25,0.137,0.178,1
23,109223,221821,0.317,1,0.123,0.055,1
36,92229,153675,-0.864,19,0.096,0.195,1
67,78426,48264,0.26,13,0.331,0.189,1
59,108135,34414,1.729,7,0.553,0.147,1
62,77010,190043,0.171,17,0.617,0.124,0
66,138899,520838,-1.454,5,0.153,0.214,1
26,40714,161104,-0.847,18,0.124,0.175,1
35,68650,311875,-0.285,20,0.385,0.063,1
23,250190,373218,-0.352,14,0.333,0.252,1
21,65810,190709,0.152,11,0.295,0.124,1
62,79875,72067,0.312,14,0.422,0.101,1
67,57889,178826,1.731,29,0.473,0.262,1
28,106456,444523,-0.004,23,0.234,0.244,1
57,62282,241661,-1.152,1,0.257,0.155,1
47,82023,294140,1.154,9,0.178,0.105,1
24,137585,98923,1.263,1,0.139,0.125,1
66,63461,125025,0.232,8,0.575,0.154,1
64,133502,134798,-0.246,24,0.322,0.253,1
49,135765,143227,0.623,26,0.215,0.258,1
56,152519,429146,-0.211,14,0.295,0.19,0
40,96552,18141,-2.056,21,0.341,0.219,0
60,455065,154180,0.563,12,0.203,0.167,1
43,152487,139643,0.892,15,0.147,0.128,1
70,105874,43654,1.441,25,0.062,0.09,1
24,58082,274575,-0.731,9,0.185,0.199,1
29,85737,78146,0.226,10,0.136,0.234,1
69,183639,108778,0.248,5,0.361,0.149,1
35,211574,791982,0.085,7,0.266,0.251,1
36,188477,372267,0.115,2,0.622,0.157,1
60,133274,251558,0.037,25,0.461,0.185,1
30,48037,211312,0.212,26,0.171,0.167,1
46,114823,129337,0.741,13,0.414,0.254,1
35,48381,906939,1.22,18,0.459,0.21,1
30,42780,308767,-0.756,8,0.29,0.176,1
69,101432,76404,-0.172,2,0.337,0.185,1
30,116911,42544,-0.423,16,0.188,0.109,1
25,141387,249832,-0.566,5,0.143,0.05,1
54,115397,142644,-1.616,26,0.093,0.148,1
64,117402,41454,0.024,9,0.128,0.168,1
27,55008,220603,0.479,23,0.107,0.212,1
56,85398,117744,-0.155,8,0.12,0.17,1
48,42362,241830,-0.009,4,0.137,0.152,1
62,33053,223230,0.418,17,0.131,0.05,1
27,130338,86765,1.411,6,0.028,0.212,1
69,61759,265123,-0.42,12,0.178,0.193,1
51,139220,95825,-1.172,9,0.137,0.229,0
63,156645,101600,-0.09,27,0.155,0.182,1
39,66033,92906,1.884,16,0.477,0.249,1
68,120900,415097,-1.161,22,0.195,0.147,1
52,64666,116527,0.65,18,0.365,0.178,1
27,35761,515859,1.158,28,0.097,0.194,1
67,95724,746781,-2.366,14,0.313,0.22,1
60,71120,77153,0.41,26,0.519,0.205,1
36,72223,10824,0.603,27,0.065,0.209,1
48,241648,384020,-0.267,28,0.417,0.196,1
40,41967,110262,-0.646,21,0.224,0.168,1
48,108989,68791,-0.591,30,0.43,0.234,1
69,54730,88304,-0.329,23,0.384,0.08,0
65,141732,103265,-0.302,10,0.47,0.142,1
31,104483,482080,-0.491,5,0.442,0.276,1
69,108797,173219,-0.344,7,0.208,0.14,0
42,56113,476217,1.191,18,0.263,0.175,1
56,61376,234026,-1.214,5,0.071,0.263,1
59,143084,113560,-1.749,8,0.267,0.172,1
45,218156,105564,1.207,19,0.513,0.13,1
43,114430,248659,-0.192,10,0.529,0.252,1
43,57461,313882,-0.388,21,0.268,0.163,1
64,106621,367877,-0.111,30,0.67,0.167,1
40,302943,118540,0.209,3,0.379,0.061,1
34,94729,175620,-0.524,20,0.126,0.172,1
39,186929,253730,0.506,25,0.131,0.221,1
30,62156,106173,-0.962,5,0.531,0.154,1
40,88126,54011,-0.302,24,0.057,0.103,1
26,122682,72602,-2.215,16,0.431,0.151,1
25,109780,120748,1.172,19,0.339,0.143,1
57,61351,272223,-0.176,2,0.144,0.165,1
24,60042,465781,0.67,14,0.817,0.149,1
49,147518,44265,0.477,12,0.235,0.28,1
59,163299,87621,0.55,5,0.208,0.198,1
57,191690,108696,-0.008,23,0.245,0.076,1
43,221800,306703,0.388,16,0.354,0.184,1
30,96266,93255,-0.961,27,0.601,0.178,1
67,77031,101888,-1.171,5,0.103,0.252,1
62,176851,42091,-0.101,22,0.286,0.171,1
51,128553,231760,-0.68,19,0.325,0.169,1
25,55069,129720,1.425,20,0.117,0.292,1
22,53677,83262,0.375,10,0.315,0.116,1
36,115097,118756,-0.716,21,0.204,0.228,1
28,82366,413613,-0.272,8,0.113,0.184,1
64,88818,60718,0.133,23,0.518,0.15,0
31,153865,70326,-0.068,14,0.469,0.141,1
35,131542,462970,0.272,15,0.273,0.262,1
69,174993,160586,0.069,18,0.166,0.208,1
61,34262,274078,-1.391,3,0.26,0.216,0
31,102157,215339,-2.151,12,0.047,0.233,0
40,127377,145305,-0.374,7,0.527,0.201,1
46,41952,109636,0.56,29,0.111,0.116,1
54,64868,317043,-0.362,13,0.22,0.086,1
67,59120,426980,1.237,1,0.319,0.272,1
64,90982,397981,-0.047,1,0.647,0.192,1
69,203108,51610,1.357,28,0.395,0.185,1
23,247424,485440,1.152,5,0.377,0.288,1
32,59899,108689,1.051,1,0.522,0.116,1
49,117107,76029,-1.204,7,0.247,0.05,1
23,119010,128797,0.017,7,0.332,0.071,1
38,109248,316920,1.223,3,0.255,0.148,1
28,109870,243972,0.272,30,0.672,0.187,1
67,104761,119198,0.554,2,0.407,0.263,1
24,209264,318791,-1.388,22,0.14,0.231,1
28,156185,170121,1.919,26,0.625,0.05,1
30,52970,89565,-0.791,20,0.155,0.348,1
28,133977,79313,-1.994,4,0.098,0.155,1
49,140611,216989,-0.351,22,0.517,0.254,1
39,105351,139264,-2.447,10,0.411,0.213,1
66,158463,43497,-1.085,13,0.361,0.18,1
34,98874,321527,2.5,8,0.329,0.166,1
47,99489,97357,-0.38,24,0.427,0.113,1
54,95625,628630,-1.428,18,0.402,0.103,0
52,32808,42434,0.025,5,0.195,0.17,1
60,86454,127485,-0.898,13,0.539,0.097,1
31,64437,79890,0.865,24,0.521,0.279,1
46,49729,62349,-0.89,29,0.189,0.186,1
61,184347,96788,0.271,29,0.471,0.306,1
64,115806,738149,-1.147,5,0.282,0.154,1
51,88668,170659,2.5,26,0.443,0.145,1
53,67857,73560,0.504,17,0.06,0.215,1
64,104365,28930,-0.146,23,0.52,0.164,1
52,147751,31862,-0.293,12,0.132,0.238,1
68,59521,92556,-0.554,20,0.2,0.266,1
27,89783,84802,-0.761,8,0.302,0.246,1
38,138912,122608,-0.788,16,0.254,0.262,1
26,34186,19408,1.678,7,0.376,0.229,1
25,87446,138120,-0.553,12,0.166,0.147,1
44,72614,378264,-2.129,13,0.324,0.248,1
32,84175,646254,-1.166,26,0.287,0.222,1
41,70035,27266,0.928,19,0.467,0.143,1
42,96411,72921,-0.252,20,0.056,0.151,1
52,235479,69535,-0.134,9,0.285,0.174,1
68,76543,171021,1.17,14,0.288,0.247,1
63,104133,50041,-0.777,15,0.162,0.187,1
39,244004,681756,0.632,24,0.11,0.18,1
37,68361,155992,-0.668,6,0.305,0.17,1
59,222995,134263,0.576,2,0.144,0.159,1
27,90240,628966,-0.391,16,0.237,0.11,1
48,219370,147849,-0.242,25,0.301,0.228,1
42,130962,215058,0.82,23,0.054,0.119,1
30,104937,76319,0.748,25,0.751,0.184,1
51,87095,43693,-0.165,12,0.357,0.155,1
37,65877,86601,-0.472,7,0.196,0.226,1
30,93476,1073751,1.599,20,0.284,0.159,1
53,140962,265165,0.589,2,0.128,0.12,1
29,89412,192042,-0.391,27,0.055,0.239,1
54,76823,62296,-0.653,22,0.164,0.13,1
29,79394,340618,1.025,16,0.154,0.189,1
42,147828,44199,0.115,6,0.167,0.256,1
61,166067,36609,-0.164,8,0.482,0.136,1
32,64472,90707,0.115,30,0.409,0.174,1
59,64426,871031,0.338,1,0.149,0.154,1
57,108798,827774,-0.057,1,0.035,0.188,1
66,193171,99935,1.204,11,0.413,0.176,1
29,159621,81766,1.259,7,0.274,0.235,1
56,48129,34271,0.532,21,0.495,0.143,1
67,78868,160913,1.375,2,0.495,0.256,1
59,56515,173547,0.008,24,0.212,0.276,1
30,78732,305282,0.69,24,0.171,0.195,0
62,200741,340451,1.004,7,0.192,0.133,1
26,44190,125582,1.019,18,0.362,0.178,1
50,40060,247413,0.916,21,0.232,0.173,1
45,59474,79843,0.631,26,0.146,0.286,1
47,103904,243222,1.957,22,0.157,0.174,1
46,122755,95024,-0.54,29,0.111,0.263,1
22,112004,226818,-0.155,4,0.571,0.187,1
46,162009,210879,-0.215,19,0.611,0.183,1
67,37273,159582,-0.368,24,0.177,0.159,1
42,163037,306654,-1.989,7,0.448,0.164,1
34,76997,36499,1.375,7,0.12,0.233,1
70,129743,57524,-1.026,3,0.231,0.136,1
25,46437,117634,0.17,30,0.376,0.238,1
45,90223,40923,-1.422,26,0.42,0.266,1
46,101286,104007,0.621,4,0.335,0.144,1
44,160402,107068,-0.785,8,0.129,0.252,1
67,40739,487529,-1.136,14,0.531,0.243,1
42,91395,170531,0.194,27,0.099,0.232,1
69,52310,378843,-0.701,25,0.318,0.142,1
24,115880,196791,-0.574,27,0.735,0.173,1
57,132743,92623,0.172,25,0.18,0.173,1
50,171296,169183,0.8,19,0.391,0.305,1
33,68875,289200,-0.818,9,0.329,0.179,1
32,143083,439087,-0.991,19,0.36,0.169,0
56,177729,133161,0.023,15,0.31,0.111,1
52,39575,34052,0.539,29,0.377,0.122,1
51,122239,31964,1.463,14,0.266,0.139,1
23,145338,111817,-1.071,23,0.326,0.202,1
50,79079,18293,-0.318,6,0.407,0.095,1
70,49128,754631,1.176,21,0.586,0.14,1
21,144212,256692,1.973,14,0.38,0.068,0
44,49405,84651,-0.993,14,0.188,0.264,1
45,82322,55255,-0.739,23,0.254,0.186,1
65,88212,378396,0.381,15,0.329,0.199,1
35,128712,55057,-0.578,2,0.202,0.115,1
44,65792,59993,-0.759,12,0.096,0.25,1
56,63913,75285,0.244,29,0.224,0.27,1
24,94563,166220,1.549,29,0.224,0.184,1
61,148860,262264,-1.309,19,0.125,0.151,1
62,282459,438798,1.498,20,0.177,0.213,1
56,42354,384179,-0.575,8,0.025,0.224,1
53,105370,150104,0.346,24,0.186,0.232,1
58,52276,375818,1.591,18,0.299,0.22,1
60,149787,82001,0.325,2,0.199,0.238,1
66,56291,29133,-0.297,29,0.211,0.138,1
42,64231,81992,0.718,26,0.702,0.235,1
43,67032,72603,-0.173,3,0.355,0.153,0
52,86636,84932,0.521,13,0.29,0.05,1
30,105785,63257,-0.205,23,0.31,0.152,1
63,114624,99051,0.861,23,0.248,0.147,1
59,89741,262080,-1.394,6,0.221,0.194,1
52,46287,702304,-1.014,2,0.206,0.23,1
36,129503,31748,-1.409,30,0.115,0.192,1
38,87648,47072,-0.056,27,0.482,0.301,1
42,160883,73577,-1.53,23,0.152,0.148,1
54,63177,298809,-0.692,20,0.362,0.061,1
59,40394,124734,-1.108,21,0.03,0.197,1
54,88482,78174,1.48,14,0.202,0.147,1
67,172050,285915,-0.991,21,0.342,0.115,1
69,97542,354740,-1.287,10,0.4,0.162,1
56,81449,147489,0.248,3,0.086,0.133,1
39,58244,71955,1.687,10,0.216,0.139,1
50,216739,191308,-0.116,9,0.434,0.271,1
42,53786,121595,-0.039,10,0.114,0.187,1
52,62622,120750,1.291,15,0.122,0.164,1
61,119681,94583,0.878,4,0.158,0.276,1
39,35581,344854,0.425,13,0.373,0.162,1
46,170222,187828,-0.582,14,0.304,0.106,1
23,122966,380987,0.456,6,0.343,0.1,1
